FID,date_ech,valeur,qualif,source,type_zone,code_zone,lib_zone,val_no2,val_so2,val_o3,val_pm10,val_pm25,geom,couleur
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c78,2020-11-04T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),2,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c77,2020-11-04T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,2,0,3,3,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c76,2020-11-04T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,2,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c75,2020-11-04T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,2,0,3,3,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c74,2020-11-04T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,3,0,3,3,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c73,2020-11-04T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,0,3,3,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c72,2020-11-04T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,2,0,3,3,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c71,2020-11-03T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,4,3,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c70,2020-11-03T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c6f,2020-11-03T10:00:00,4,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,2,0,4,3,0,POINT (269961.1106939723 6746307.8992528645),#C3F000
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c6e,2020-11-03T10:00:00,4,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,4,3,0,POINT (229772.04043578357 6768639.926683848),#C3F000
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c6d,2020-11-03T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,3,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c6c,2020-11-03T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,2,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c6b,2020-11-03T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,3,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c6a,2020-11-02T10:00:00,4,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,4,4,0,POINT (172753.63056731108 6795400.543816281),#C3F000
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c69,2020-11-02T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c68,2020-11-02T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,4,4,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c67,2020-11-02T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,2,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c66,2020-11-02T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,3,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c65,2020-11-02T10:00:00,4,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,4,0,POINT (269961.1106939723 6746307.8992528645),#C3F000
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c64,2020-11-02T10:00:00,4,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,4,4,0,POINT (229772.04043578357 6768639.926683848),#C3F000
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c63,2020-11-01T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,3,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c62,2020-11-01T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,3,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c61,2020-11-01T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,3,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c60,2020-11-01T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c5f,2020-11-01T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,4,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c5e,2020-11-01T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c5d,2020-11-01T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,3,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c5c,2020-10-31T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c5b,2020-10-31T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,2,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c5a,2020-10-31T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,3,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c59,2020-10-31T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,3,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c58,2020-10-31T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,2,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c57,2020-10-31T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,3,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c56,2020-10-31T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c55,2020-10-30T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,4,4,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c54,2020-10-30T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,3,2,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c53,2020-10-30T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,2,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c52,2020-10-30T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,2,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c51,2020-10-30T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,2,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c50,2020-10-30T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,2,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c4f,2020-10-30T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,3,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c4e,2020-10-29T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,3,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c4d,2020-10-29T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,3,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c4c,2020-10-29T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,3,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c4b,2020-10-29T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c4a,2020-10-29T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,2,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c49,2020-10-29T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,4,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c48,2020-10-29T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,3,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c47,2020-10-28T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c46,2020-10-28T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,3,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c45,2020-10-28T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,3,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c44,2020-10-28T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,3,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c43,2020-10-28T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,4,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c42,2020-10-28T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,2,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c41,2020-10-28T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,3,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c40,2020-10-27T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,2,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c3f,2020-10-27T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,2,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c3e,2020-10-27T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,2,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c3d,2020-10-27T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,3,2,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c3c,2020-10-27T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,2,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c3b,2020-10-27T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,2,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c3a,2020-10-27T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,2,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c39,2020-10-26T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,3,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c38,2020-10-26T10:00:00,4,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,4,0,POINT (229772.04043578357 6768639.926683848),#C3F000
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c37,2020-10-26T10:00:00,4,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,4,0,POINT (338719.75810268405 6844013.788199687),#C3F000
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c36,2020-10-26T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,3,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c35,2020-10-26T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,3,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c34,2020-10-26T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,4,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c33,2020-10-26T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,2,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c32,2020-10-25T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,2,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c31,2020-10-25T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,3,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c30,2020-10-25T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,3,2,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c2f,2020-10-25T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,3,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c2e,2020-10-25T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,3,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c2d,2020-10-25T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,3,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c2c,2020-10-25T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,3,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c2b,2020-10-24T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,3,2,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c2a,2020-10-24T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,2,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c29,2020-10-24T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,2,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c28,2020-10-24T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,2,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c27,2020-10-24T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,2,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c26,2020-10-24T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,2,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c25,2020-10-24T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,2,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c24,2020-10-23T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,2,0,3,2,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c23,2020-10-23T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,2,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c22,2020-10-23T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,4,2,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c21,2020-10-23T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,0,3,2,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c20,2020-10-23T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,2,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c1f,2020-10-23T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,3,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c1e,2020-10-23T10:00:00,4,Bon,Air Breizh,EPCI,200042174,CA Lorient,2,0,4,1,0,POINT (229772.04043578357 6768639.926683848),#C3F000
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c1d,2020-10-22T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,2,0,3,3,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c1c,2020-10-22T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),2,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c1b,2020-10-22T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,3,0,3,2,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c1a,2020-10-22T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,2,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c19,2020-10-22T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,2,0,3,3,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c18,2020-10-22T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,2,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c17,2020-10-22T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,2,0,3,2,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c16,2020-10-21T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,2,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c15,2020-10-21T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,2,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c14,2020-10-21T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,2,0,3,2,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c13,2020-10-21T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,2,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c12,2020-10-21T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,2,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c11,2020-10-21T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,2,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c10,2020-10-21T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,3,2,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c0f,2020-10-20T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,3,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c0e,2020-10-20T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c0d,2020-10-20T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c0c,2020-10-20T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,3,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c0b,2020-10-20T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,3,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c0a,2020-10-20T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,3,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c09,2020-10-20T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,3,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c08,2020-10-19T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,2,0,4,3,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c07,2020-10-19T10:00:00,4,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,4,3,0,POINT (269961.1106939723 6746307.8992528645),#C3F000
ind_bretagne_agglo.fid--47ffe551_17ac9c621ee_-3c06,2020-10-19T10:00:00,4,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,4,3,0,POINT (229772.04043578357 6768639.926683848),#C3F000
